UID,Target
138478,medium
26086,medium
158426,medium
38665,medium
141883,medium
139586,medium
146232,medium
67647,medium
111086,medium
22986,high
5712,high
53961,medium
2935,medium
56405,high
120486,low
26823,medium
153690,low
82953,medium
157431,high
84839,high
75732,medium
110544,medium
56717,medium
138225,medium
79598,low
119613,high
150950,low
106756,medium
125285,medium
84902,medium
74070,medium
106171,medium
132853,medium
136558,medium
15475,high
4442,medium
44020,medium
160058,medium
89561,high
126427,low
67561,high
79910,medium
102765,high
27323,low
28447,medium
115082,medium
147831,high
148907,high
140685,medium
35766,medium
8459,medium
93496,medium
30452,medium
138352,high
105493,low
14102,medium
84744,medium
84818,medium
19662,low
137134,medium
12235,high
19874,medium
51958,medium
11706,medium
145015,medium
89955,medium
148805,medium
160634,high
6577,high
91970,low
5559,medium
122056,low
47740,low
146723,medium
138089,high
135802,high
53891,medium
40381,medium
96706,medium
105566,low
8234,medium
50588,medium
115408,low
107010,medium
94594,medium
112751,low
5452,medium
59676,medium
96468,medium
15144,low
8349,medium
87451,low
55891,low
152172,medium
20751,medium
61766,medium
33562,medium
143678,medium
140654,medium
129405,low
37828,low
65633,high
49503,high
86355,high
106404,low
41120,medium
92653,high
45416,high
71168,high
9267,high
14582,medium
118337,low
64454,low
2312,high
6413,low
128798,high
155609,low
86804,medium
17961,medium
151457,medium
29451,medium
2407,high
27951,medium
86958,low
122265,low
15981,medium
122378,medium
74182,medium
108387,high
23076,medium
90516,medium
99668,medium
71125,medium
84669,low
125419,medium
105376,medium
75371,high
51697,medium
104404,medium
5011,medium
63605,medium
13220,medium
53792,low
143274,medium
110239,low
72959,medium
125822,medium
105415,medium
95902,medium
103318,high
11533,low
1515,medium
19628,low
77346,medium
128085,low
31201,low
136434,high
139630,medium
141668,medium
112661,medium
158224,medium
58410,high
42533,medium
20550,high
70698,high
84947,medium
85795,high
59112,high
42810,medium
27158,medium
145167,low
44344,high
145107,low
29007,medium
121301,medium
65115,high
116612,high
3730,low
22552,medium
54860,medium
96441,medium
158240,high
8104,medium
34981,medium
77998,low
100039,high
100845,medium
130848,high
89655,medium
71697,low
24471,medium
102507,high
87497,medium
7926,medium
150304,low
160456,medium
149486,high
42337,medium
132982,medium
51990,medium
130372,medium
84505,medium
127059,medium
155069,medium
108562,medium
19928,low
100669,medium
122937,low
56938,high
126595,medium
105142,low
13602,medium
94845,high
35010,low
32662,high
51388,high
104759,medium
77736,medium
51601,medium
45522,medium
23351,medium
152553,high
19053,high
38,medium
75674,medium
118265,medium
75847,high
71369,low
74535,medium
113072,medium
78873,medium
129269,medium
136125,high
59339,medium
101381,medium
46319,medium
113213,medium
97485,low
57452,medium
153143,high
41279,medium
120469,medium
36053,high
154507,medium
8407,medium
68832,low
96823,medium
46050,high
27627,medium
132052,medium
53627,medium
19833,medium
69538,low
37356,low
49058,low
91751,high
136187,high
95053,low
25675,low
46534,medium
44147,medium
61377,high
130166,low
55985,medium
15857,medium
156468,high
147997,medium
14965,low
101135,medium
35872,high
19840,medium
91350,high
53533,medium
120594,medium
36603,high
21708,low
66899,medium
17030,medium
152157,low
25613,medium
20810,medium
30273,medium
143456,medium
55345,medium
64823,medium
24155,medium
42976,medium
131649,high
13481,medium
154155,medium
132333,low
42834,low
21411,high
50650,medium
94206,high
98996,low
4264,low
148188,medium
31818,medium
98189,medium
64200,medium
43105,low
11508,low
25671,medium
100330,medium
110514,medium
22757,medium
114271,high
127133,medium
109287,high
77955,medium
127336,medium
145879,medium
113568,low
83072,medium
50046,medium
154987,high
138510,high
130781,low
19477,low
119757,medium
56187,medium
120363,medium
151551,medium
147371,high
136413,medium
127852,low
145451,medium
143846,low
20318,low
148419,medium
126267,medium
62583,high
150535,high
110565,high
100881,medium
17023,medium
79924,medium
117732,medium
8890,medium
76132,high
137971,high
52093,medium
35233,medium
101920,medium
135111,low
50573,medium
54238,low
100321,medium
49370,high
108526,high
159114,medium
56111,medium
82002,medium
92813,medium
5722,medium
54039,low
72315,medium
155542,medium
157467,medium
132432,medium
93399,medium
158935,medium
121027,high
153110,high
77930,high
72244,medium
35009,medium
14404,low
15289,high
140058,high
145663,low
73276,medium
154295,medium
122682,medium
105981,medium
68575,high
70084,low
87325,medium
55347,medium
38909,medium
24095,high
104420,low
17417,high
107344,medium
80424,medium
137142,low
128092,medium
12261,high
135188,medium
92793,low
109547,high
108685,medium
87690,medium
34629,low
31635,medium
40662,high
47508,low
150770,low
63816,medium
22327,medium
111778,low
44210,low
82352,high
63630,medium
121501,medium
10484,high
114748,low
55909,low
153198,medium
137933,high
25853,medium
143960,medium
16827,high
91333,low
145320,medium
94147,medium
160187,medium
28348,high
16648,high
101607,medium
124339,high
14374,medium
87262,medium
70689,medium
92819,medium
13016,medium
96007,medium
75984,medium
115634,high
119420,medium
97789,medium
159519,medium
119256,medium
82050,medium
15647,low
17579,medium
18160,medium
60615,medium
128935,high
49161,medium
159558,medium
97051,high
80893,high
120547,medium
106299,low
2473,medium
49841,medium
77634,high
128274,medium
96390,low
38797,low
48865,low
107499,high
59273,high
2744,medium
14141,medium
34008,low
11578,high
151449,medium
137214,medium
113950,high
28949,low
88856,medium
81388,medium
47406,medium
111722,high
25795,high
18130,medium
156102,medium
8254,medium
82097,medium
133495,medium
158256,medium
81106,medium
153381,medium
125799,medium
135886,medium
2919,low
131180,medium
136689,high
18894,medium
62325,low
2982,low
118657,medium
75038,medium
34703,high
104628,medium
11559,low
117872,high
87493,medium
9631,low
27656,medium
46192,medium
11423,medium
85871,low
25128,low
52801,medium
149326,low
22591,medium
21028,high
111808,high
147004,low
66615,medium
122636,low
78067,medium
101716,high
8914,low
94623,medium
26166,medium
73886,medium
154920,high
10449,medium
105238,medium
114073,medium
56823,medium
48788,medium
97570,medium
23031,medium
78275,high
133646,high
61711,low
70918,high
126833,medium
159797,medium
114096,high
109685,medium
107824,medium
36510,low
157094,low
153088,high
81122,high
156442,medium
93679,high
32869,medium
19252,high
109357,high
85192,medium
144998,high
28163,low
143531,medium
90566,medium
76405,medium
129040,medium
119383,medium
62894,medium
134490,high
135841,medium
70104,high
28659,medium
158368,high
154773,medium
24216,high
81458,medium
145592,medium
45510,high
81148,medium
81554,low
72609,medium
72793,medium
144552,low
77323,low
73565,medium
87534,medium
157141,high
156310,medium
71581,medium
4258,medium
61203,high
102889,medium
142460,low
58277,medium
4939,low
2903,low
99946,medium
18773,medium
62128,medium
124651,medium
125712,low
44014,low
61354,high
70608,medium
128887,high
68127,medium
94995,high
104308,low
95144,medium
70291,medium
59732,medium
63472,medium
59728,medium
84343,high
152415,high
143457,medium
70265,medium
143420,medium
117627,medium
58321,medium
133605,high
27267,medium
48178,high
5454,medium
88150,high
107554,medium
6921,medium
80994,medium
17205,medium
119165,medium
102108,medium
68826,medium
40293,medium
61615,medium
134336,high
62117,medium
132477,medium
58362,medium
45059,medium
1291,high
75741,medium
149578,medium
137265,medium
143201,high
98527,low
18510,medium
148697,medium
154562,medium
13818,high
106884,high
89603,medium
108,high
69671,medium
18107,low
58184,low
50917,medium
158379,medium
51434,medium
147824,medium
10164,medium
99290,medium
3610,medium
83064,medium
49099,medium
160621,medium
115106,medium
31396,low
28112,medium
65907,medium
149435,medium
27486,medium
142756,medium
115955,medium
42758,medium
135920,low
136733,medium
93574,medium
97025,medium
20991,medium
84196,medium
33316,medium
106955,high
156258,medium
3860,medium
111941,medium
21538,high
139988,high
160445,high
36909,medium
34627,medium
115245,low
35420,medium
60426,medium
7124,medium
149654,medium
10111,high
19348,medium
123974,medium
54412,medium
64201,medium
62240,medium
64466,medium
98800,high
99737,low
41508,medium
9899,medium
86168,medium
136932,medium
95907,medium
71498,low
113632,medium
72297,medium
124089,medium
3495,medium
115232,low
988,low
133729,medium
120181,medium
65815,medium
143388,high
93313,medium
127909,low
109338,high
47663,medium
83115,high
153991,medium
38185,medium
125306,high
129737,medium
92384,medium
27809,low
74449,high
122514,low
51198,medium
137002,low
46091,medium
123910,low
149308,medium
126993,high
160081,low
213,medium
6431,medium
6047,medium
119284,medium
15068,medium
54625,medium
112892,medium
68073,high
119246,medium
77391,medium
83421,medium
7807,medium
33058,low
113947,medium
42332,medium
96124,medium
82252,medium
143975,medium
95016,medium
156367,low
68778,high
12909,medium
93515,medium
145346,low
87488,medium
37211,medium
72283,medium
17758,medium
29573,medium
14552,high
71479,high
63358,medium
103176,medium
153152,medium
9158,medium
123803,low
10084,high
118485,high
157059,low
56617,medium
117140,medium
148742,medium
57687,medium
44113,medium
53817,medium
125936,medium
82970,low
121659,medium
32895,medium
150063,high
43056,low
47160,high
150255,medium
81259,medium
92597,medium
77522,medium
138293,medium
143784,high
160120,low
80257,high
92122,high
77148,high
133115,medium
88902,medium
107946,medium
83054,high
146995,medium
155456,medium
65452,low
116287,low
113521,medium
95888,medium
30853,medium
18137,high
72698,high
75490,medium
73757,medium
92580,medium
98874,medium
82661,medium
48308,medium
22997,medium
100898,low
26445,high
147581,medium
60151,medium
46004,medium
52275,low
53689,medium
61572,medium
73260,medium
118308,high
72766,medium
126925,medium
118030,medium
113404,medium
131708,medium
32267,medium
151280,medium
6891,medium
28063,high
108523,medium
126177,medium
119939,medium
38009,medium
29291,medium
56622,medium
22724,low
16570,medium
148586,medium
18835,low
63091,low
66637,medium
65999,medium
160571,low
98790,medium
101298,medium
110279,high
73348,medium
119987,medium
4628,medium
115649,medium
83032,medium
135392,medium
135455,low
2239,high
17015,low
158848,medium
122411,medium
109657,low
89355,medium
125271,medium
42822,medium
34023,high
146817,medium
61598,low
141509,medium
99561,low
88623,high
8875,medium
67420,low
79024,medium
22558,medium
75286,medium
88268,high
73283,low
105107,medium
123535,medium
9718,low
32224,medium
86538,low
113717,medium
83777,medium
13563,medium
118046,medium
76845,medium
64763,high
72119,low
94832,high
72304,medium
56439,low
142971,medium
28634,medium
6137,medium
152456,high
10106,medium
110819,medium
25798,high
51838,medium
94235,medium
125991,low
13358,medium
26113,medium
78352,medium
137083,low
138796,medium
120277,medium
34136,low
22116,low
53668,medium
31491,medium
67997,low
64622,high
38600,medium
85407,medium
13108,medium
19820,medium
26021,low
152458,low
52405,high
149938,medium
13655,low
138435,medium
31769,medium
127399,high
508,medium
115974,low
20940,low
159179,medium
92517,low
52462,medium
39495,high
131889,medium
131504,medium
70886,medium
49819,high
150809,medium
55156,medium
76595,medium
62381,medium
41569,medium
131576,high
125692,medium
1573,medium
135761,medium
126237,medium
149993,medium
41383,medium
2468,high
38789,medium
135709,high
143900,medium
157832,high
145517,high
60431,medium
111426,low
88126,low
51549,medium
23290,medium
40778,medium
128797,high
112687,medium
136714,high
46897,medium
70082,high
93488,medium
146081,low
138683,medium
37360,medium
37125,medium
100735,medium
19085,medium
117968,medium
128367,medium
72744,low
153920,low
132905,high
120510,high
120499,medium
37466,medium
121053,high
53504,medium
14649,medium
3914,high
142079,medium
105874,medium
143927,medium
97950,medium
89820,medium
21731,low
34118,medium
157044,high
107583,medium
68657,low
41812,low
56274,medium
105263,low
79746,medium
130106,low
144272,medium
78929,medium
112059,medium
109870,low
15643,low
101657,medium
52544,high
22133,medium
211,low
130336,low
137430,low
2872,low
136010,medium
105392,medium
55889,low
24587,medium
50792,high
39912,high
156059,medium
97886,medium
136550,medium
45222,medium
143639,medium
93170,medium
61034,medium
96093,medium
48363,medium
38296,medium
153216,low
121081,medium
40782,medium
69976,high
43183,medium
10522,low
63758,medium
14991,medium
159542,medium
53602,high
134510,low
77810,low
48216,high
22873,medium
141202,high
77447,medium
5551,medium
126351,medium
57290,medium
157525,medium
4748,medium
136901,medium
16542,high
69006,medium
75244,low
44765,low
143087,medium
127398,medium
27871,high
21531,medium
76338,high
129304,low
77585,medium
75421,medium
158233,medium
49271,medium
126408,medium
61545,medium
118447,medium
117815,medium
39275,high
43640,medium
75739,high
9792,high
151055,low
122124,medium
107602,high
91539,medium
142603,medium
158049,medium
131434,medium
90052,high
47452,medium
145647,low
116545,low
149214,high
87501,medium
89316,medium
59584,medium
39508,high
96843,medium
37993,medium
15551,high
103299,medium
154413,medium
63852,low
7037,medium
134571,medium
120388,medium
2516,medium
74409,high
87258,medium
101352,high
102562,medium
88100,medium
24820,medium
79236,high
41745,medium
99930,high
88469,low
92406,high
88826,high
119828,low
125716,low
50415,medium
129104,medium
74333,medium
41316,medium
79267,medium
11821,medium
77625,medium
16758,medium
150578,high
42889,medium
107094,medium
68041,medium
143392,high
136495,low
21637,medium
152651,high
74530,medium
108417,medium
82231,low
117866,medium
39532,high
118252,medium
121697,medium
26521,medium
99305,medium
121453,medium
65534,high
126185,medium
88346,medium
9846,medium
154984,low
145905,medium
150284,medium
149105,medium
123542,medium
112743,medium
111471,medium
78864,medium
60378,low
151521,high
134905,high
20083,high
116454,medium
31581,high
46639,high
61312,medium
